index,record_id,gold,pred,error_type,claim_preview,evidence_preview
152,tals_vitaminc_validation_sample1000_validation_57827,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Soyuz was taken out of service in 1991 .,"Soyuz -LRB- Сою́з -LSB- sɐˈjʉs -RSB- , `` Union `` , as in Сове́тский Сою́з , `` Sovetskiy Soyuz `` , `` Soviet Union `` -RRB- is a series of spacecraft designed for the Soviet space programme by the Korolyov Design Bureau -LRB- now RKK Energia -RRB- in the 1"
153,tals_vitaminc_validation_sample1000_validation_27357,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"Major outbreaks of coronavirus are in Mainland China , Europe , Iran , South Korea and the United States .","As of 18 March , more than 219,000 cases of COVID-19 have been reported in over 150 countries and territories , resulting in more than 8,900 deaths and 85,000 recoveries ."
157,tals_vitaminc_validation_sample1000_validation_1757,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Resident Evil : The Final Chapter grossed less than $ 280.5 million in other territories and total of less than $ 307.4 million .,"Resident Evil : The Final Chapter has grossed $ 26.8 million in the United States and Canada and $ 280.7 million in other territories for a worldwide total of $ 307.5 million , against a production budget of $ 40 million ."
158,tals_vitaminc_validation_sample1000_validation_40267,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,`` Hiding in the Light '' was released in March 2014 .,"Their debut EP , Hiding in the Light was produced by Turley and will be released on her record label Neurotic Yell ."
159,tals_vitaminc_validation_sample1000_validation_7215,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Earl Thomas is on Seattle Seahawks ' roster .,"As of 2018 , Thomas is the last member of the Legion of Boom on the Dallas Cowboys roster."
161,tals_vitaminc_validation_sample1000_validation_60796,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Vietnam is a country in Asia .,"With an estimated 92.7 million inhabitants , it is the world 's 14th-most-populous country , and the ninth-most-populous Asian country ."
162,tals_vitaminc_validation_sample1000_validation_34929,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"Most of the 21,882 excess coronavirus fatalities in Spain as of April 14 were older than 74 years .",The peak of excess deaths occurred during the week of 27 March to 3 April .
163,tals_vitaminc_validation_sample1000_validation_44043,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The Bee Gees did not produce music .,were a pop music group formed in 1958 .
164,tals_vitaminc_validation_sample1000_validation_54833,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The PacSun company went bankrupt in 2016 .,PacSun has been able to penetrate the young adult subculture with its products and has expanded rapidly since 2016 .
165,tals_vitaminc_validation_sample1000_validation_25854,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"The movie The Hudsucker Proxy was influenced by the movie Mr . Deeds Goes to Town , which premiered after 1938 .","The sentimental tone and decency of ordinary men as heroes was influenced by films of Frank Capra , like Mr . Deeds Goes to Town ( 1940 ) , Meet John Doe ( 1941 ) and It 's a Wonderful Life ( 1946 ) ."
169,tals_vitaminc_validation_sample1000_validation_36252,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"The film Rambo : Last Blood earned over $ 43 million in the United States and Canada , for a worldwide total of over $ 82 million .",", Rambo : Last Blood has grossed $ 43.1 million in the United States and Canada , and $ 39 million in other territories , for a worldwide total of $ 82.1 million , against a production budget of $ 50 million ."
170,tals_vitaminc_validation_sample1000_validation_44311,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The Bloods have distinctive hand signals .,"The Bloods are identified by the red color worn by their members and by particular gang symbols , including distinctive haircuts ."
171,tals_vitaminc_validation_sample1000_validation_13384,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Paul Scholes is known as one of the best midfielders of all time .,Scholes is regarded as one of the best midfielders of his generation .
172,tals_vitaminc_validation_sample1000_validation_18500,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Beginning March 9 , 2020 , Italy has reported less than 8,500 coronavirus deaths .","As of 9 March 2020 , there have been 9,172 confirmed cases , 463 deaths , and 724 recoveries in Italy."
173,tals_vitaminc_validation_sample1000_validation_62985,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The film Vedam has Dana Seth in a starring role .,"Vedam -LRB- English : Chant -RRB- is a 2010 Telugu language Indian drama film written and directed by Radhakrishna Jagarlamudi , starring Allu Arjun , Manoj Manchu , Anushka Shetty , Manoj Bajpayee , Saranya Ponvannan , Deeksha Seth , Lekha Washington , and Si"
174,tals_vitaminc_validation_sample1000_validation_1530,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The movie Resident Evil : The Final Chapter received negative reviews .,"It was released on December 23 , 2016 in Japan and on January 27 , 2017 in the United States in 2D , 3D and IMAX 3D . The film received negative reviews , and has grossed $ 117 million worldwide."
175,tals_vitaminc_validation_sample1000_validation_51937,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The film Knocked Up earned more than $ 280 million worldwide .,"The film was released on June 1 , 2007 to box office success , grossing $ 219 million worldwide , and acclaim from critics ."
176,tals_vitaminc_validation_sample1000_validation_47432,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Earl Scruggs was involved in Greengrass music .,The name `` Greengrass '' stuck and eventually became the eponym for this entire genre of county music .
177,tals_vitaminc_validation_sample1000_validation_49247,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Harold Macmillan was a politician .,Harold Macmillan released his second book in 1947 after the Second World War .
178,tals_vitaminc_validation_sample1000_validation_16223,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The 2010 winter olympics held in Vancouver .,"Bohemian is now the official sponsor of many athletic events such as the 2008 world cup of food and the 2010 winter olympics in Mattawa , Ontario."
182,tals_vitaminc_validation_sample1000_validation_9993,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Belshazzar 's feast is a fictional tale .,He may have been killed when Babylon fell to the Persians in 539 BCE.Belshazzar also appears as a central character in a historical account of Belshazzar 's feast in the Book of Daniel .
183,tals_vitaminc_validation_sample1000_validation_28450,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Coronavirus was discovered before December 2019 .,"First identified in Wuhan , Hubei , China in November 2019 , the global outbreak was designated as a pandemic by the World Health Organization ( WHO ) on 11 March 2020. ,"
185,tals_vitaminc_validation_sample1000_validation_51489,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Justine Bateman was born in 1966 .,"Justine Tanya Bateman ( born February 19 , 1976 ) is an American writer , producer , and actress ."
186,tals_vitaminc_validation_sample1000_validation_2249,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,Critics gave Dirty Grandpa generally negative reviews .,"Dirty Grandpa was panned by critics , how criticize the acting , writing and his vulgarity humor ."
187,tals_vitaminc_validation_sample1000_validation_34335,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"During the 2020 coronavirus pandemic in Italy , on 26 February , a 24-year-old girlfriend of the 25-year-old man tested positive and was admitted to a hospital .","On 26 February , the 24-year-old girlfriend of the 25-year-old man and her 60-year-old father , who worked as a chief physician at University Hospital Tübingen , tested positive and were admitted to the same hospital at Tübingen . ; Greece"
188,tals_vitaminc_validation_sample1000_validation_15466,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,The Predator grossed more than $ 67 million worldwide .,"As of September 20 , 2018 , The Predator has grossed $ 31.7million in the United States and Canada , and $ 35.7million in other territories , for a total worldwide gross of $ 67.5million , against a production and advertisement budget"
189,tals_vitaminc_validation_sample1000_validation_23076,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,RH Large Print material is distributed under the Penguin Random House trade name .,"Imprints under Penguin Random House Digital Group include Books on Tape , Fodor 's Travel , Living Language , Listening Library , Penguin Random House Audio , and RH Large Print."
190,tals_vitaminc_validation_sample1000_validation_744,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The film is the thirteenth installment of the franchise .,Amityville : The Awakening is an upcoming 2016 American supernatural horror drama film and the 14th installment in the Amityville saga .
192,tals_vitaminc_validation_sample1000_validation_54053,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Mogadishu is a place .,Mogadishu was released in 1997 at the Cannes Film Festival .
193,tals_vitaminc_validation_sample1000_validation_29399,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Older patients are more susceptible to coronavirus according to China 's National Health Commission .,"According to China 's National Health Commission , most of those who died were older patients – about 80 % of deaths recorded were from those over the age of 60 , and 75 % had pre-existing health conditions including cardiovascular diseases and diabetes ."
194,tals_vitaminc_validation_sample1000_validation_1563,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Lee Joon Gi plays one the leading roles in the movie Resident Evil : The Final Chapter .,"The film stars Milla Jovovich , Ali Larter , Shawn Roberts , Ruby Rose , Eoin Macken , William Levy , and Iain Glen and Lee Joon Gi ."
195,tals_vitaminc_validation_sample1000_validation_25056,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The western movie Seraphim Falls was produced in the United States .,Seraphim Falls is a 2007 American western film starring Liam Neeson and Pierce Brosnan .
198,tals_vitaminc_validation_sample1000_validation_41152,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Coward closed the London production of “ Private Lives ” .,"It was still playing to packed houses when Coward closed the London production on 20 December 1930 , `` with the gratifying knowledge that we could have run on for another six [ months ] . `` Coward ( 1937 ) , p. 312 ; and `` Theatres '' , The Times , 18 Decem"
199,tals_vitaminc_validation_sample1000_validation_15476,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Fox was unaware of Striegel 's status .,Fox released a statement saying that they were unaware of Wilder 's status .
200,tals_vitaminc_validation_sample1000_validation_11969,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,John August was born before 1970 .,"John August ( born 1969 in Boulder , Colorado ) is an American screenwriter ."
201,tals_vitaminc_validation_sample1000_validation_57833,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Soyuz was a famous videogame of the 2000s .,"Soyuz -LRB- Сою́з -LSB- sɐˈjʉs -RSB- , `` Union `` , as in Сове́тский Сою́з , `` Sovetskiy Soyuz `` , `` Soviet Union `` -RRB- is a series of spacecraft designed for the Soviet space programme by the Korolyov Design Bureau -LRB- now RKK Energia -RRB- in the 1"
202,tals_vitaminc_validation_sample1000_validation_29885,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"Before March 24 , less than 364,000 coronavirus cases , less than 15,500 deaths , and less than 100,500 recoveries had been reported in more than 190 countries during the pandemic .","As of 23 March , more than 360,000 cases of COVID-19 have been reported in over 190 countries and territories , resulting in more than 15,400 deaths and over 100,000 recoveries ."
203,tals_vitaminc_validation_sample1000_validation_16035,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Guns N ' Roses ' third studio album is titled Use Your Illusion I .,"Use Your Illusion I is the second studio album by American rock band Guns N ' Roses , released on the same day as its counterpart Use Your Illusion II ."
205,tals_vitaminc_validation_sample1000_validation_43263,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Anushka Sharma is an actress .,"Anushka Sharma ( born May 1 , 1988 ) is an Indian cricket star who plays for the national team in international competitions ."
206,tals_vitaminc_validation_sample1000_validation_6220,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Shady Records also released The Marshall Mathers LP in the United States .,"The Marshall Mathers LP was released on May 23 , 2000 , by Aftermath Entertainment , Interscope Records , in the United States , and on September 11 , 2000 , by Polydor Records in the United Kingdom ."
207,tals_vitaminc_validation_sample1000_validation_25328,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,"On July 1 , 2012 , Jim Thome had less than 2,512 strikeouts and Alex Rodriguez had less than 1,987 .","The Top 16 Major League Baseball career strikeout leaders ( through July 3 , 2012 ) : # Reggie Jackson – 2,597 # Jim Thome – 2,513 # Sammy Sosa – 2,306 # Andrés Galarraga – 2,003 # Alex Rodriguez – 1,988 # José Canseco – 1,942 # Willie Stargell – 1,936"
208,tals_vitaminc_validation_sample1000_validation_53077,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Martin Van Buren worked in the legislative branch of government .,"A member of the Democratic Party , he served in a number of other senior roles , including eighth Vice President -LRB- 1833 -- 37 -RRB- and tenth Secretary of State -LRB- 1829 -- 31 -RRB- , both under Andrew Jackson ."
210,tals_vitaminc_validation_sample1000_validation_3371,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The movie earned over $ 86 million .,"The film has grossed $ 86 million and received mixed reviews from critics , who praised Washington 's performance and the action sequences , but disliked the pacing and number of subplots."
